best_match_score,index,Company_SCM,Country_SCM,Location_SCM,Company_Category_SCM,long_SCM,lat_SCM,company,Company_COYPU,Country_COYPU,Location_COYPU,Company_Category_COYPU,long_COYPU,lat_COYPU
2.4558568221865427,9113,glyn jones  vertrieb von elektronischen bauelementen,DE,idstein,co,8.269554,50.2212764,https://data.coypu.org/company/gleif/529900CIYQR5TUEX1271,glyn jones  vertrieb von elektronischen bauelementen,DE,idstein,co,8.269554,50.2212764
2.394344457086627,8319,schwarzwaelder textil werke heinrich kautzmann,DE,schenkenzell,co,8.3717915,48.3105623,https://data.coypu.org/company/gleif/391200CFHZVU883OMZ25,schwarzwaelder textil werke heinrich kautzmann,DE,schenkenzell,co,8.3717915,48.3105623
2.261426546774402,8185,thiel hoche  rohre profile komponenten,DE,erkrath,co,6.9056079,51.2209866,https://data.coypu.org/company/gleif/52990080US35KVFNLH70,thiel hoche  rohre profile komponenten,DE,erkrath,co,6.9056079,51.2209866
